001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
024##T1496    1,佛說正恭敬經                             ,【元魏 佛陀扇多譯】
024##T1497    1,佛說大乘戒經                             ,【宋 施護譯】
024##T1498    1,佛說八種長養功德經                       ,【宋 施護等譯】
024##T1499    1,菩薩戒羯磨文                             ,【唐 玄奘譯】
024##T1500    1,菩薩戒本                                 ,【北涼 曇無讖譯】
024##T1501    1,菩薩戒本                                 ,【唐 玄奘譯】
024##T1502    1,菩薩受齋經                               ,【西晉 聶道真譯】
024##T1503    1,優婆塞五戒威儀經                         ,【宋 求那跋摩譯】
024##T1504    1,菩薩五法懺悔文                           ,【失譯】
025##T1505    2,四阿鋡暮抄解                             ,【符秦 鳩摩羅佛提等譯】
025##T1506    3,三法度論                                 ,【東晉 僧伽提婆譯】
025##T1507    5,分別功德論                               ,【失譯】
025##T1508    1,阿含口解十二因緣經                       ,【後漢 安玄共嚴佛調譯】
025##T1509  100,大智度論                                 ,【後秦 鳩摩羅什譯】
025##T1510a   2,金剛般若論                               ,【隋 達磨笈多譯】
025##T1510b   3,金剛般若波羅蜜經論                       ,【隋 達磨笈多譯】
025##T1511    3,金剛般若波羅蜜經論                       ,【元魏 菩提流支譯】
025##T1512   10,金剛仙論                                 ,【元魏 菩提流支譯】
025##T1513    3,能斷金剛般若波羅蜜多經論釋               ,【唐 義淨譯】
025##T1514    1,能斷金剛般若波羅蜜多經論頌               ,【唐 義淨譯】
025##T1515    2,金剛般若波羅蜜經破取著不壞假名論         ,【唐 地婆訶羅等譯】
025##T1516    2,聖佛母般若波羅蜜多九頌精義論             ,【宋 法護等譯】
025##T1517    4,佛母般若波羅蜜多圓集要義釋論             ,【宋 施護等譯】
025##T1518    1,佛母般若波羅蜜多圓集要義論               ,【宋 施護等譯】
26a##T1519    2,妙法蓮華經憂波提舍                       ,【後魏 菩提留支共曇林等譯】
26a##T1520    1,妙法蓮華經論優波提舍                     ,【元魏 勒那摩提共僧朗等譯】
26a##T1521   17,十住毘婆沙論                             ,【後秦 鳩摩羅什譯】
26a##T1522   12,十地經論                                 ,【後魏 菩提流支等譯】
26a##T1523    4,大寶積經論                               ,【後魏 菩提流支譯】
26a##T1524    1,無量壽經優波提舍                         ,【元魏 菩提流支譯】
26a##T1525    9,彌勒菩薩所問經論                         ,【後魏 菩提流支譯】
26a##T1526    1,寶髻經四法憂波提舍                       ,【元魏 毘目智仙譯】
26a##T1527    1,涅槃論                                   ,【元魏 達磨菩提譯】
26a##T1528    1,涅槃經本有今無偈論                       ,【陳 真諦譯】
26a##T1529    1,遺教經論                                 ,【陳 真諦譯】
26a##T1530    7,佛地經論                                 ,【唐 玄奘譯】
26a##T1531    2,文殊師利菩薩問菩提經論                   ,【元魏 菩提流支譯】
26a##T1532    4,勝思惟梵天所問經論                       ,【後魏 菩提流支譯】
26a##T1533    1,轉法輪經憂波提舍                         ,【元魏 毘目智仙譯】
26a##T1534    1,三具足經憂波提舍                         ,【元魏 毘目智仙等譯】
26a##T1535    1,大乘四法經釋                             ,【】
26b##T1536   20,阿毘達磨集異門足論                       ,【唐 玄奘譯】
26b##T1537   12,阿毘達磨法蘊足論                         ,【唐 玄奘譯】
26b##T1538    7,施設論                                   ,【宋 法護等譯】
26b##T1539   16,阿毘達磨識身足論                         ,【唐 玄奘譯】
26b##T1540    3,阿毘達磨界身足論                         ,【唐 玄奘譯】
26b##T1541   12,眾事分阿毘曇論                           ,【劉宋 求那跋陀羅共菩提耶舍譯】
